OBJECTID_1,Join_Count,TARGET_FID,MA,IDNum,UTM_E,UTM_N,Stream_Ord,Reach,POINT_X,POINT_Y,Albers_X,Albers_Y,OBJECTID,Status2,PopGrp,sampled_X,sampled_Y,OBJECTID_12,ID,FID,MA_1,IDNum_1,Stream_Ord_1,UTM_E_1,UTM_N_1,Reach_1,Field8,SpawningYear,AUC_mi,Strahler,ChildNode,ParentNode,SegmentID,ChildNodeX,ChildNodeY,Population,Length_m,Length_km,join,NodeID,Node_WGSX,Node_WGSY
3155,1,3155,,3539.000000000000000,437245.211269000020000,4950189.713440000100000,,,-123.792130798999950,44.702297141000031,-2166932.423599999900000,2731714.452399999800000,23,Surveyed,Siletz,-123.792130798999950,44.702297141000031,2479,1437,1436,2-MC,3539,2,437245.211300000020000,4950189.713000000500000,Long Prairie Cr,,2009,82.063907360000002,2,1489,1479,1489,-2167108.953799999800000,2732014.452399999800000,Siletz,1103.969696200000000,1.103969696200000,Siletz1489,1489,-123.786273793000010,44.700735985000001
3156,1,3156,,3539.000000000000000,437245.211269000020000,4950189.713440000100000,,,-123.792130798999950,44.702297141000031,-2166932.423599999900000,2731714.452399999800000,23,Surveyed,Siletz,-123.792130798999950,44.702297141000031,2480,1437,1436,2-MC,3539,2,437245.211300000020000,4950189.713000000500000,Long Prairie Cr,,2012,9.756097646000001,2,1489,1479,1489,-2167108.953799999800000,2732014.452399999800000,Siletz,1103.969696200000000,1.103969696200000,Siletz1489,1489,-123.786273793000010,44.700735985000001
3157,1,3157,,3539.000000000000000,437245.211269000020000,4950189.713440000100000,,,-123.792130798999950,44.702297141000031,-2166932.423599999900000,2731714.452399999800000,23,Surveyed,Siletz,-123.792130798999950,44.702297141000031,2481,1437,1436,2-MC,3539,2,437245.211300000020000,4950189.713000000500000,Long Prairie Cr,,2015,19.512195290000001,2,1489,1479,1489,-2167108.953799999800000,2732014.452399999800000,Siletz,1103.969696200000000,1.103969696200000,Siletz1489,1489,-123.786273793000010,44.700735985000001
3158,1,3158,,3540.000000000000000,438273.870891000030000,4949739.082190000500000,,,-123.779093970999950,44.698332020000066,-2166072.309500000000000,2730994.452399999800000,24,Surveyed,Siletz,-123.779093970999950,44.698332020000066,2482,1438,1437,2-MC,3540,2,438273.870899999980000,4949739.082000000400000,Long Prairie Cr,,2003,90.425532140000001,2,1503,1501,1503,-2166118.953799999800000,2730994.452399999800000,Siletz,554.558441227000000,0.554558441227000,Siletz1503,1503,-123.774969240999990,44.695556212000000
3159,1,3159,,3542.000000000000000,441477.869857000010000,4951361.564129999800000,,,-123.738803008999980,44.713323945000070,-2162540.041400000000000,2731675.540000000000000,25,Surveyed,Siletz,-123.738803008999980,44.713323945000070,2483,1439,1438,2-MC,3542,1,441477.869899999990000,4951361.564000000200000,Sam Cr,,2000,31.851851289999999,2,1491,1474,1491,-2163238.953799999800000,2731864.452399999800000,Siletz,1276.690475580000100,1.276690475580000,Siletz1491,1491,-123.735489443000010,44.709894837000000
3160,1,3160,,3542.000000000000000,441477.869857000010000,4951361.564129999800000,,,-123.738803008999980,44.713323945000070,-2162540.041400000000000,2731675.540000000000000,25,Surveyed,Siletz,-123.738803008999980,44.713323945000070,2484,1439,1438,2-MC,3542,1,441477.869899999990000,4951361.564000000200000,Sam Cr,,2003,63.703702579999998,2,1491,1474,1491,-2163238.953799999800000,2731864.452399999800000,Siletz,1276.690475580000100,1.276690475580000,Siletz1491,1491,-123.735489443000010,44.709894837000000
3161,1,3161,,3542.000000000000000,441477.869857000010000,4951361.564129999800000,,,-123.738803008999980,44.713323945000070,-2162540.041400000000000,2731675.540000000000000,25,Surveyed,Siletz,-123.738803008999980,44.713323945000070,2485,1439,1438,2-MC,3542,1,441477.869899999990000,4951361.564000000200000,Sam Cr,,2006,11.111110910000001,2,1491,1474,1491,-2163238.953799999800000,2731864.452399999800000,Siletz,1276.690475580000100,1.276690475580000,Siletz1491,1491,-123.735489443000010,44.709894837000000
3162,1,3162,,3542.000000000000000,441477.869857000010000,4951361.564129999800000,,,-123.738803008999980,44.713323945000070,-2162540.041400000000000,2731675.540000000000000,25,Surveyed,Siletz,-123.738803008999980,44.713323945000070,2486,1439,1438,2-MC,3542,1,441477.869899999990000,4951361.564000000200000,Sam Cr,,2009,102.962961100000000,2,1491,1474,1491,-2163238.953799999800000,2731864.452399999800000,Siletz,1276.690475580000100,1.276690475580000,Siletz1491,1491,-123.735489443000010,44.709894837000000
3163,1,3163,,3542.000000000000000,441477.869857000010000,4951361.564129999800000,,,-123.738803008999980,44.713323945000070,-2162540.041400000000000,2731675.540000000000000,25,Surveyed,Siletz,-123.738803008999980,44.713323945000070,2487,1439,1438,2-MC,3542,1,441477.869899999990000,4951361.564000000200000,Sam Cr,,2012,49.315067200000001,2,1491,1474,1491,-2163238.953799999800000,2731864.452399999800000,Siletz,1276.690475580000100,1.276690475580000,Siletz1491,1491,-123.735489443000010,44.709894837000000
3164,1,3164,,3542.000000000000000,441477.869857000010000,4951361.564129999800000,,,-123.738803008999980,44.713323945000070,-2162540.041400000000000,2731675.540000000000000,25,Surveyed,Siletz,-123.738803008999980,44.713323945000070,2488,1439,1438,2-MC,3542,1,441477.869899999990000,4951361.564000000200000,Sam Cr,,2015,15.068492760000000,2,1491,1474,1491,-2163238.953799999800000,2731864.452399999800000,Siletz,1276.690475580000100,1.276690475580000,Siletz1491,1491,-123.735489443000010,44.709894837000000
3165,1,3165,,3543.000000000000000,436589.136402999980000,4951862.882410000100000,,,-123.801188391999970,44.717226721000031,-2167138.953799999800000,2733512.822600000100000,26,Surveyed,Siletz,-123.801188391999970,44.717226721000031,2489,1440,1439,2-MC,3543,2,436589.136400000020000,4951862.882000000200000,Sam Cr,,2006,1.111111141000000,2,1434,1419,1434,-2167708.953799999800000,2733934.452399999800000,Siletz,1141.248916810000100,1.141248916810000,Siletz1434,1434,-123.797776228000000,44.715720785999999
3166,1,3166,,3543.000000000000000,436589.136402999980000,4951862.882410000100000,,,-123.801188391999970,44.717226721000031,-2167138.953799999800000,2733512.822600000100000,26,Surveyed,Siletz,-123.801188391999970,44.717226721000031,2490,1440,1439,2-MC,3543,2,436589.136400000020000,4951862.882000000200000,Sam Cr,,2007,15.555555970000000,2,1434,1419,1434,-2167708.953799999800000,2733934.452399999800000,Siletz,1141.248916810000100,1.141248916810000,Siletz1434,1434,-123.797776228000000,44.715720785999999
3167,1,3167,,3543.000000000000000,436589.136402999980000,4951862.882410000100000,,,-123.801188391999970,44.717226721000031,-2167138.953799999800000,2733512.822600000100000,26,Surveyed,Siletz,-123.801188391999970,44.717226721000031,2491,1440,1439,2-MC,3543,2,436589.136400000020000,4951862.882000000200000,Sam Cr,,2009,116.666669799999990,2,1434,1419,1434,-2167708.953799999800000,2733934.452399999800000,Siletz,1141.248916810000100,1.141248916810000,Siletz1434,1434,-123.797776228000000,44.715720785999999
3168,1,3168,,3543.000000000000000,436589.136402999980000,4951862.882410000100000,,,-123.801188391999970,44.717226721000031,-2167138.953799999800000,2733512.822600000100000,26,Surveyed,Siletz,-123.801188391999970,44.717226721000031,2492,1440,1439,2-MC,3543,2,436589.136400000020000,4951862.882000000200000,Sam Cr,,2010,15.555555970000000,2,1434,1419,1434,-2167708.953799999800000,2733934.452399999800000,Siletz,1141.248916810000100,1.141248916810000,Siletz1434,1434,-123.797776228000000,44.715720785999999
3169,1,3169,,3543.000000000000000,436589.136402999980000,4951862.882410000100000,,,-123.801188391999970,44.717226721000031,-2167138.953799999800000,2733512.822600000100000,26,Surveyed,Siletz,-123.801188391999970,44.717226721000031,2493,1440,1439,2-MC,3543,2,436589.136400000020000,4951862.882000000200000,Sam Cr,,2011,128.888892300000010,2,1434,1419,1434,-2167708.953799999800000,2733934.452399999800000,Siletz,1141.248916810000100,1.141248916810000,Siletz1434,1434,-123.797776228000000,44.715720785999999
3170,1,3170,,3543.000000000000000,436589.136402999980000,4951862.882410000100000,,,-123.801188391999970,44.717226721000031,-2167138.953799999800000,2733512.822600000100000,26,Surveyed,Siletz,-123.801188391999970,44.717226721000031,2494,1440,1439,2-MC,3543,2,436589.136400000020000,4951862.882000000200000,Sam Cr,,2012,18.888889389999999,2,1434,1419,1434,-2167708.953799999800000,2733934.452399999800000,Siletz,1141.248916810000100,1.141248916810000,Siletz1434,1434,-123.797776228000000,44.715720785999999
3171,1,3171,,3543.000000000000000,436589.136402999980000,4951862.882410000100000,,,-123.801188391999970,44.717226721000031,-2167138.953799999800000,2733512.822600000100000,26,Surveyed,Siletz,-123.801188391999970,44.717226721000031,2495,1440,1439,2-MC,3543,2,436589.136400000020000,4951862.882000000200000,Sam Cr,,2013,35.555556500000002,2,1434,1419,1434,-2167708.953799999800000,2733934.452399999800000,Siletz,1141.248916810000100,1.141248916810000,Siletz1434,1434,-123.797776228000000,44.715720785999999
3172,1,3172,,3543.000000000000000,436589.136402999980000,4951862.882410000100000,,,-123.801188391999970,44.717226721000031,-2167138.953799999800000,2733512.822600000100000,26,Surveyed,Siletz,-123.801188391999970,44.717226721000031,2496,1440,1439,2-MC,3543,2,436589.136400000020000,4951862.882000000200000,Sam Cr,,2014,117.777780900000000,2,1434,1419,1434,-2167708.953799999800000,2733934.452399999800000,Siletz,1141.248916810000100,1.141248916810000,Siletz1434,1434,-123.797776228000000,44.715720785999999
3173,1,3173,,3543.000000000000000,436589.136402999980000,4951862.882410000100000,,,-123.801188391999970,44.717226721000031,-2167138.953799999800000,2733512.822600000100000,26,Surveyed,Siletz,-123.801188391999970,44.717226721000031,2497,1440,1439,2-MC,3543,2,436589.136400000020000,4951862.882000000200000,Sam Cr,,2015,10.000000260000000,2,1434,1419,1434,-2167708.953799999800000,2733934.452399999800000,Siletz,1141.248916810000100,1.141248916810000,Siletz1434,1434,-123.797776228000000,44.715720785999999
3174,1,3174,,3543.000000000000000,436589.136402999980000,4951862.882410000100000,,,-123.801188391999970,44.717226721000031,-2167138.953799999800000,2733512.822600000100000,26,Surveyed,Siletz,-123.801188391999970,44.717226721000031,2498,1440,1439,2-MC,3543,2,436589.136400000020000,4951862.882000000200000,Sam Cr,,2017,30.000000790000001,2,1434,1419,1434,-2167708.953799999800000,2733934.452399999800000,Siletz,1141.248916810000100,1.141248916810000,Siletz1434,1434,-123.797776228000000,44.715720785999999
3175,1,3175,,3544.000000000000000,437783.462171000020000,4951893.464780000000000,,,-123.785580752999980,44.717765526000051,-2165939.902199999900000,2733214.452399999800000,27,Surveyed,Siletz,-123.785580752999980,44.717765526000051,2499,1441,1440,2-MC,3544,2,437783.462200000010000,4951893.464999999900000,Sam Cr,,1998,0.000000000000000,2,1443,1435,1443,-2166718.953799999800000,2733604.452399999800000,Siletz,1213.675323680000000,1.213675323680000,Siletz1443,1443,-123.783608194000000,44.718749871999997
3176,1,3176,,3544.000000000000000,437783.462171000020000,4951893.464780000000000,,,-123.785580752999980,44.717765526000051,-2165939.902199999900000,2733214.452399999800000,27,Surveyed,Siletz,-123.785580752999980,44.717765526000051,2500,1441,1440,2-MC,3544,2,437783.462200000010000,4951893.464999999900000,Sam Cr,,2007,29.166667319999998,2,1443,1435,1443,-2166718.953799999800000,2733604.452399999800000,Siletz,1213.675323680000000,1.213675323680000,Siletz1443,1443,-123.783608194000000,44.718749871999997
3177,1,3177,,3545.000000000000000,435251.282630999980000,4951588.682199999700000,,,-123.817675903999940,44.714443596000081,-2168476.693659999900000,2733592.192259999900000,28,Surveyed,Siletz,-123.817675903999940,44.714443596000081,2501,1442,1441,2-MC,3545,2,435251.282599999980000,4951588.682000000000000,Sam Cr,,1998,0.000000000000000,3,1418,1383,1418,-2169058.953799999800000,2734534.452399999800000,Siletz,1381.248916810000100,1.381248916810000,Siletz1418,1418,-123.817396379000000,44.714337028000003
3178,1,3178,,3545.000000000000000,435251.282630999980000,4951588.682199999700000,,,-123.817675903999940,44.714443596000081,-2168476.693659999900000,2733592.192259999900000,28,Surveyed,Siletz,-123.817675903999940,44.714443596000081,2502,1442,1441,2-MC,3545,2,435251.282599999980000,4951588.682000000000000,Sam Cr,,2004,18.181817460000001,3,1418,1383,1418,-2169058.953799999800000,2734534.452399999800000,Siletz,1381.248916810000100,1.381248916810000,Siletz1418,1418,-123.817396379000000,44.714337028000003
3179,1,3179,,3545.000000000000000,435251.282630999980000,4951588.682199999700000,,,-123.817675903999940,44.714443596000081,-2168476.693659999900000,2733592.192259999900000,28,Surveyed,Siletz,-123.817675903999940,44.714443596000081,2503,1442,1441,2-MC,3545,2,435251.282599999980000,4951588.682000000000000,Sam Cr,,2006,0.000000000000000,3,1418,1383,1418,-2169058.953799999800000,2734534.452399999800000,Siletz,1381.248916810000100,1.381248916810000,Siletz1418,1418,-123.817396379000000,44.714337028000003
3180,1,3180,,3545.000000000000000,435251.282630999980000,4951588.682199999700000,,,-123.817675903999940,44.714443596000081,-2168476.693659999900000,2733592.192259999900000,28,Surveyed,Siletz,-123.817675903999940,44.714443596000081,2504,1442,1441,2-MC,3545,2,435251.282599999980000,4951588.682000000000000,Sam Cr,,2007,0.000000000000000,3,1418,1383,1418,-2169058.953799999800000,2734534.452399999800000,Siletz,1381.248916810000100,1.381248916810000,Siletz1418,1418,-123.817396379000000,44.714337028000003
3181,1,3181,,3545.000000000000000,435251.282630999980000,4951588.682199999700000,,,-123.817675903999940,44.714443596000081,-2168476.693659999900000,2733592.192259999900000,28,Surveyed,Siletz,-123.817675903999940,44.714443596000081,2505,1442,1441,2-MC,3545,2,435251.282599999980000,4951588.682000000000000,Sam Cr,,2010,3.030302910000000,3,1418,1383,1418,-2169058.953799999800000,2734534.452399999800000,Siletz,1381.248916810000100,1.381248916810000,Siletz1418,1418,-123.817396379000000,44.714337028000003
3182,1,3182,,3545.000000000000000,435251.282630999980000,4951588.682199999700000,,,-123.817675903999940,44.714443596000081,-2168476.693659999900000,2733592.192259999900000,28,Surveyed,Siletz,-123.817675903999940,44.714443596000081,2506,1442,1441,2-MC,3545,2,435251.282599999980000,4951588.682000000000000,Sam Cr,,2013,3.030302910000000,3,1418,1383,1418,-2169058.953799999800000,2734534.452399999800000,Siletz,1381.248916810000100,1.381248916810000,Siletz1418,1418,-123.817396379000000,44.714337028000003
3183,1,3183,,3547.000000000000000,435976.420974000010000,4952076.958510000300000,,,-123.808454721999960,44.719144527000026,-2167627.516549999800000,2733883.015149999900000,29,Surveyed,Siletz,-123.808454721999960,44.719144527000026,2507,1443,1442,2-MC,3547,2,435976.420999999970000,4952076.958999999800000,Sam Cr,,1998,0.000000000000000,2,1434,1419,1434,-2167708.953799999800000,2733934.452399999800000,Siletz,1141.248916810000100,1.141248916810000,Siletz1434,1434,-123.797776228000000,44.715720785999999
3184,1,3184,,3559.000000000000000,443126.194137000010000,4952936.636110000300000,,,-123.718635960999960,44.727714926000033,-2160551.872500000100000,2732751.533700000000000,30,Surveyed,Siletz,-123.718635960999960,44.727714926000033,2508,1444,1443,2-MC,3559,3,443126.194100000020000,4952936.635999999900000,Big Rock Cr,,2004,12.499999949999999,4,1457,1459,1457,-2160718.953799999800000,2732554.452399999800000,Siletz,1263.380951169999900,1.263380951170000,Siletz1457,1457,-123.717256463000000,44.735162871999997
3185,1,3185,,3566.000000000000000,444552.071292000010000,4950911.652739999800000,,,-123.700058109999990,44.709573330000069,-2159725.564600000200000,2730394.452399999800000,31,Surveyed,Siletz,-123.700058109999990,44.709573330000069,2509,1445,1444,2-MC,3566,2,444552.071300000010000,4950911.652999999900000,Steere Cr,,2006,4.878048823000000,3,1509,1508,1509,-2159968.953799999800000,2730364.452399999800000,Siletz,949.705627485000040,0.949705627485000,Siletz1509,1509,-123.692432307999990,44.712041800999998
3186,1,3186,,3569.000000000000000,446401.948223999990000,4952700.258050000300000,,,-123.677043370999970,44.725414052000076,-2157475.719949999800000,2731561.218549999900000,32,Surveyed,Siletz,-123.677043370999970,44.725414052000076,2510,1446,1445,2-MC,3569,1,446401.948199999980000,4952700.258000000400000,Beaver Cr,,2000,0.000000000000000,2,1495,1515,1495,-2157328.953799999800000,2731084.452399999800000,Siletz,844.264068712000040,0.844264068712000,Siletz1495,1495,-123.679056319000000,44.727266073999999
3187,1,3187,,3569.000000000000000,446401.948223999990000,4952700.258050000300000,,,-123.677043370999970,44.725414052000076,-2157475.719949999800000,2731561.218549999900000,32,Surveyed,Siletz,-123.677043370999970,44.725414052000076,2511,1446,1445,2-MC,3569,1,446401.948199999980000,4952700.258000000400000,Beaver Cr,,2009,88.095240849999996,2,1495,1515,1495,-2157328.953799999800000,2731084.452399999800000,Siletz,844.264068712000040,0.844264068712000,Siletz1495,1495,-123.679056319000000,44.727266073999999
3188,1,3188,,3574.000000000000000,447867.047983000000000,4952468.949640000200000,,,-123.658529968999970,44.723791724000080,-2156125.395200000100000,2730968.010999999900000,33,Surveyed,Siletz,-123.658529968999970,44.723791724000080,2512,1447,1446,2-MC,3574,2,447867.048000000010000,4952468.950000000200000,Steere Cr,,2000,57.291667949999997,2,1517,1516,1517,-2157178.953799999800000,2730244.452399999800000,Siletz,1930.660171779999900,1.930660171780000,Siletz1517,1517,-123.659575313999990,44.728036080999999
3189,1,3189,,3578.000000000000000,446769.412435000010000,4947858.557040000300000,,,-123.671701555999960,44.682143467000060,-2158454.407999999800000,2726824.452399999800000,34,Surveyed,Siletz,-123.671701555999960,44.682143467000060,2513,1448,1447,2-MC,3578,1,446769.412399999970000,4947858.557000000000000,Brush Cr,,2001,0.862068990000000,1,1571,1569,1571,-2158618.953799999800000,2726944.452399999800000,Siletz,1706.543289330000100,1.706543289330000,Siletz1571,1571,-123.654224975000010,44.683894713000001
3190,1,3190,,3578.000000000000000,446769.412435000010000,4947858.557040000300000,,,-123.671701555999960,44.682143467000060,-2158454.407999999800000,2726824.452399999800000,34,Surveyed,Siletz,-123.671701555999960,44.682143467000060,2514,1448,1447,2-MC,3578,1,446769.412399999970000,4947858.557000000000000,Brush Cr,,2006,14.655172840000001,1,1571,1569,1571,-2158618.953799999800000,2726944.452399999800000,Siletz,1706.543289330000100,1.706543289330000,Siletz1571,1571,-123.654224975000010,44.683894713000001
3191,1,3191,,3578.000000000000000,446769.412435000010000,4947858.557040000300000,,,-123.671701555999960,44.682143467000060,-2158454.407999999800000,2726824.452399999800000,34,Surveyed,Siletz,-123.671701555999960,44.682143467000060,2515,1448,1447,2-MC,3578,1,446769.412399999970000,4947858.557000000000000,Brush Cr,,2010,26.724138700000001,1,1571,1569,1571,-2158618.953799999800000,2726944.452399999800000,Siletz,1706.543289330000100,1.706543289330000,Siletz1571,1571,-123.654224975000010,44.683894713000001
3192,1,3192,,3584.000000000000000,450576.162758000020000,4950058.873390000300000,,,-123.623989972999990,44.702250424000056,-2154196.593350000200000,2727886.812849999900000,35,Surveyed,Siletz,-123.623989972999990,44.702250424000056,2516,1449,1448,2-MC,3584,2,450576.162799999990000,4950058.872999999700000,Little Rock Cr,,2013,22.388059139999999,2,1565,1564,1565,-2155048.953799999800000,2727454.452399999800000,Siletz,1807.645019880000100,1.807645019880000,Siletz1565,1565,-123.618929370000000,44.707709016000003
3193,1,3193,,3585.000000000000000,441839.525411000010000,4954893.004150000400000,,,-123.734651562999940,44.744957563000071,-2161212.205300000000000,2734954.452399999800000,36,Surveyed,Siletz,-123.734651562999940,44.744957563000071,2517,1450,1449,2-MC,3585,1,441839.525399999980000,4954893.003999999700000,Cerine Cr,,1999,5.084745989000000,2,1366,1352,1366,-2161978.953799999800000,2735314.452399999800000,Siletz,1238.528137419999900,1.238528137420000,Siletz1366,1366,-123.731946501000000,44.745534429000003
3194,1,3194,,3587.000000000000000,438209.787195999990000,4956232.068350000300000,,,-123.780982212999960,44.756678257000033,-2164343.082779999800000,2737258.581379999900000,37,Surveyed,Siletz,-123.780982212999960,44.756678257000033,2518,1451,1450,2-MC,3587,2,438209.787200000020000,4956232.068000000000000,Cerine Cr,,1999,2.597402662000000,2,1268,1266,1268,-2164798.953799999800000,2737504.452399999800000,Siletz,1106.101730550000000,1.106101730550000,Siletz1268,1268,-123.775036583000000,44.754626711000000
3195,1,3195,,3588.000000000000000,439328.802109999990000,4955845.849130000000000,,,-123.766764621999980,44.753201309000076,-2163378.644309999900000,2736564.142909999900000,38,Surveyed,Siletz,-123.766764621999980,44.753201309000076,2519,1452,1451,2-MC,3588,2,439328.802099999970000,4955845.849000000400000,Cerine Cr,,2004,6.000000000000000,2,1327,1279,1327,-2163508.953799999800000,2736694.452399999800000,Siletz,1283.086578650000100,1.283086578650000,Siletz1327,1327,-123.754852627000010,44.749088114000003
3196,1,3196,,3588.000000000000000,439328.802109999990000,4955845.849130000000000,,,-123.766764621999980,44.753201309000076,-2163378.644309999900000,2736564.142909999900000,38,Surveyed,Siletz,-123.766764621999980,44.753201309000076,2520,1452,1451,2-MC,3588,2,439328.802099999970000,4955845.849000000400000,Cerine Cr,,2013,14.999999780000000,2,1327,1279,1327,-2163508.953799999800000,2736694.452399999800000,Siletz,1283.086578650000100,1.283086578650000,Siletz1327,1327,-123.754852627000010,44.749088114000003
3197,1,3197,,3592.000000000000000,438950.968448000030000,4957470.862759999900000,,,-123.771128204999970,44.767841906000058,-2163239.291410000100000,2738224.452399999800000,39,Surveyed,Siletz,-123.771128204999970,44.767841906000058,2521,1453,1452,2-MC,3592,3,438950.968400000010000,4957470.862999999900000,Mill Cr,,2004,57.471264050000002,3,1230,1213,1230,-2163328.953799999800000,2738224.452399999800000,Siletz,1068.822509939999900,1.068822509940000,Siletz1230,1230,-123.760394297000000,44.765912552000003
3198,1,3198,,3593.000000000000000,442258.565623999980000,4956111.805429999700000,,,-123.729912995999940,44.756007901000032,-2160499.557080000200000,2736025.055680000200000,40,Surveyed,Siletz,-123.729912995999940,44.756007901000032,2522,1454,1453,2-MC,3593,1,442258.565599999970000,4956111.804999999700000,""Mill Cr,S Fk"",1998,0.980392175000000,2,1320,1315,1320,-2160538.953799999800000,2736064.452399999800000,Siletz,84.852813742400002,0.084852813742400,Siletz1320,1320,-123.729588314000000,44.755883906999998
3199,1,3199,,3593.000000000000000,442258.565623999980000,4956111.805429999700000,,,-123.729912995999940,44.756007901000032,-2160499.557080000200000,2736025.055680000200000,40,Surveyed,Siletz,-123.729912995999940,44.756007901000032,2523,1454,1453,2-MC,3593,1,442258.565599999970000,4956111.804999999700000,""Mill Cr,S Fk"",2001,32.352941780000002,2,1320,1315,1320,-2160538.953799999800000,2736064.452399999800000,Siletz,84.852813742400002,0.084852813742400,Siletz1320,1320,-123.729588314000000,44.755883906999998
3200,1,3200,,3593.000000000000000,442258.565623999980000,4956111.805429999700000,,,-123.729912995999940,44.756007901000032,-2160499.557080000200000,2736025.055680000200000,40,Surveyed,Siletz,-123.729912995999940,44.756007901000032,2524,1454,1453,2-MC,3593,1,442258.565599999970000,4956111.804999999700000,""Mill Cr,S Fk"",2004,10.784313930000000,2,1320,1315,1320,-2160538.953799999800000,2736064.452399999800000,Siletz,84.852813742400002,0.084852813742400,Siletz1320,1320,-123.729588314000000,44.755883906999998
3201,1,3201,,3594.000000000000000,441461.555608999970000,4956487.121489999800000,,,-123.739788661999970,44.759346087000040,-2161140.062890000200000,2736605.561490000200000,41,Surveyed,Siletz,-123.739788661999970,44.759346087000040,2525,1455,1454,2-MC,3594,2,441461.555600000020000,4956487.121000000300000,""Mill Cr,S Fk"",1998,0.980392175000000,2,1293,1274,1293,-2161318.953799999800000,2736844.452399999800000,Siletz,719.116882454000010,0.719116882454000,Siletz1293,1293,-123.735116512999990,44.758643960000001
3202,1,3202,,3594.000000000000000,441461.555608999970000,4956487.121489999800000,,,-123.739788661999970,44.759346087000040,-2161140.062890000200000,2736605.561490000200000,41,Surveyed,Siletz,-123.739788661999970,44.759346087000040,2526,1455,1454,2-MC,3594,2,441461.555600000020000,4956487.121000000300000,""Mill Cr,S Fk"",2007,9.803921752000001,2,1293,1274,1293,-2161318.953799999800000,2736844.452399999800000,Siletz,719.116882454000010,0.719116882454000,Siletz1293,1293,-123.735116512999990,44.758643960000001
3203,1,3203,,3595.000000000000000,440740.690084000000000,4956827.023040000300000,,,-123.749175277999940,44.762280208000050,-2161756.412969999900000,2737131.911570000000000,42,Surveyed,Siletz,-123.749175277999940,44.762280208000050,2527,1456,1455,2-MC,3595,2,440740.690100000010000,4956827.023000000000000,""Mill Cr,S Fk"",2005,54.901961810000003,2,1257,1230,1257,-2162488.953799999800000,2737774.452399999800000,Siletz,1058.528137419999900,1.058528137420000,Siletz1257,1257,-123.748900087000000,44.762175173999999
3204,1,3204,,3597.000000000000000,439895.636894000000000,4957274.244210000100000,,,-123.759476585999950,44.766319279000072,-2162406.470199999900000,2737796.936000000200000,43,Surveyed,Siletz,-123.759476585999950,44.766319279000072,2528,1457,1456,2-MC,3597,2,439895.636899999980000,4957274.243999999900000,""Mill Cr,N Fk"",1998,0.000000000000000,3,1231,1230,1231,-2162488.953799999800000,2737774.452399999800000,Siletz,909.411254969999960,0.909411254970000,Siletz1231,1231,-123.751451757000000,44.770071623000000
3205,1,3205,,3597.000000000000000,439895.636894000000000,4957274.244210000100000,,,-123.759476585999950,44.766319279000072,-2162406.470199999900000,2737796.936000000200000,43,Surveyed,Siletz,-123.759476585999950,44.766319279000072,2529,1457,1456,2-MC,3597,2,439895.636899999980000,4957274.243999999900000,""Mill Cr,N Fk"",1999,4.347826102000000,3,1231,1230,1231,-2162488.953799999800000,2737774.452399999800000,Siletz,909.411254969999960,0.909411254970000,Siletz1231,1231,-123.751451757000000,44.770071623000000
3206,1,3206,,3597.000000000000000,439895.636894000000000,4957274.244210000100000,,,-123.759476585999950,44.766319279000072,-2162406.470199999900000,2737796.936000000200000,43,Surveyed,Siletz,-123.759476585999950,44.766319279000072,2530,1457,1456,2-MC,3597,2,439895.636899999980000,4957274.243999999900000,""Mill Cr,N Fk"",2000,5.797101469000000,3,1231,1230,1231,-2162488.953799999800000,2737774.452399999800000,Siletz,909.411254969999960,0.909411254970000,Siletz1231,1231,-123.751451757000000,44.770071623000000
3207,1,3207,,3597.000000000000000,439895.636894000000000,4957274.244210000100000,,,-123.759476585999950,44.766319279000072,-2162406.470199999900000,2737796.936000000200000,43,Surveyed,Siletz,-123.759476585999950,44.766319279000072,2531,1457,1456,2-MC,3597,2,439895.636899999980000,4957274.243999999900000,""Mill Cr,N Fk"",2001,12.318840620000000,3,1231,1230,1231,-2162488.953799999800000,2737774.452399999800000,Siletz,909.411254969999960,0.909411254970000,Siletz1231,1231,-123.751451757000000,44.770071623000000
3208,1,3208,,3597.000000000000000,439895.636894000000000,4957274.244210000100000,,,-123.759476585999950,44.766319279000072,-2162406.470199999900000,2737796.936000000200000,43,Surveyed,Siletz,-123.759476585999950,44.766319279000072,2532,1457,1456,2-MC,3597,2,439895.636899999980000,4957274.243999999900000,""Mill Cr,N Fk"",2002,57.971014689999997,3,1231,1230,1231,-2162488.953799999800000,2737774.452399999800000,Siletz,909.411254969999960,0.909411254970000,Siletz1231,1231,-123.751451757000000,44.770071623000000
3209,1,3209,,3597.000000000000000,439895.636894000000000,4957274.244210000100000,,,-123.759476585999950,44.766319279000072,-2162406.470199999900000,2737796.936000000200000,43,Surveyed,Siletz,-123.759476585999950,44.766319279000072,2533,1457,1456,2-MC,3597,2,439895.636899999980000,4957274.243999999900000,""Mill Cr,N Fk"",2003,51.449275540000002,3,1231,1230,1231,-2162488.953799999800000,2737774.452399999800000,Siletz,909.411254969999960,0.909411254970000,Siletz1231,1231,-123.751451757000000,44.770071623000000
