OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,IDNum,SiteStatus,UTMe,UTMn,POINT_X,POINT_Y,Albers_X,Albers_Y,sampled_X,sampled_Y,Strahler,ChildNode,ParentNode,SegmentID,ChildNodeX,ChildNodeY,Population,Length_m,Length_km,join,NodeID,Node_WGSX,Node_WGSY,OBJECTID_12,FID,IDNum_1,OBJECTID_12_13,SiteStatus_1,UTMe_1,ID,UTMn_1,Year_,CohoPerKilometer
1456,1,766,247,1735.000000000000000,Snorkeled,477762.464523000000000,5064816.661609999800000,-123.285725303999980,45.736575902000027,-2095974.623799999900000,2830590.750820000200000,-123.285725303999980,45.736575902000027,3,3545,3512,3545,-2095794.623799999900000,2830702.670899999800000,Nehalem,579.411254969999960,0.579411254970000,Nehalem3545,3545,-123.285822454000000,45.733945353000003,6928,246,1735,247,Snorkeled,477762.464500000000000,247,5064816.661999999500000,2005,3971
1457,1,767,248,1752.000000000000000,Snorkeled,469035.032337000010000,5062810.952840000400000,-123.397979313999940,45.717993972000045,-2104944.623800000200000,2831092.670899999800000,-123.397979313999940,45.717993972000045,1,3526,3531,3526,-2104614.623800000200000,2830492.670899999800000,Nehalem,3199.812767609999800,3.199812767610000,Nehalem3526,3526,-123.421296770000000,45.729904756000003,4957,247,1752,248,Snorkeled,469035.032300000020000,248,5062810.952999999700000,2002,222
1458,1,768,1372,11414.000000000000000,Snorkeled,449991.000000000000000,5071820.000000000000000,-123.643564247999960,45.798077615000068,-2120728.871900000100000,2845076.919000000200000,-123.643564247999960,45.798077615000068,1,1885,1868,1885,-2120844.623800000200000,2845162.670899999800000,Nehalem,419.558441227000000,0.419558441227000,Nehalem1885,1885,-123.641558933000000,45.796343434000001,792,1371,11414,1372,Snorkeled,449991.000000000000000,1372,5071820.000000000000000,2002,0
1459,1,769,1373,11415.000000000000000,Snorkeled,483073.000000000000000,5076670.000000000000000,-123.218673799999980,45.844983880000029,-2087564.514500000000000,2840662.670899999800000,-123.218673799999980,45.844983880000029,5,2455,2470,2455,-2087184.623799999900000,2840062.670899999800000,Nehalem,3415.218613009999900,3.415218613010000,Nehalem2455,2455,-123.243602558000010,45.849416908000002,4244,1372,11415,1373,Snorkeled,483073.000000000000000,1373,5076670.000000000000000,2002,95
1460,1,770,1375,11417.000000000000000,Snorkeled,477581.000000000000000,5067480.000000000000000,-123.289083202999960,45.761715075000041,-2095434.623799999900000,2833342.670899999800000,-123.289083202999960,45.761715075000041,5,3288,3273,3288,-2094474.623799999900000,2833462.670899999800000,Nehalem,1755.807358040000100,1.755807358040000,Nehalem3288,3288,-123.289822337000000,45.761562069999997,6757,1374,11417,1375,Snorkeled,477581.000000000000000,1375,5067480.000000000000000,2002,1537
1461,1,771,1376,11418.000000000000000,Snorkeled,440796.000000000000000,5061610.000000000000000,-123.758887703999960,45.706250544000056,-2132260.551550000000000,2837888.598650000100000,-123.758887703999960,45.706250544000056,6,2758,2800,2758,-2132184.623800000200000,2837752.670899999800000,Nehalem,1079.116882450000000,1.079116882450000,Nehalem2758,2758,-123.763101912000000,45.712826487000001,793,1375,11418,1376,Snorkeled,440796.000000000000000,1376,5061610.000000000000000,2002,0
1462,1,772,1377,11419.000000000000000,Snorkeled,469938.000000000000000,5092710.000000000000000,-123.387541824999970,45.987028919000068,-2095674.623799999900000,2859502.670899999800000,-123.387541824999970,45.987028919000068,5,395,381,395,-2096694.623799999900000,2859712.670899999800000,Nehalem,3050.071426749999800,3.050071426750000,Nehalem395,395,-123.382078390000000,45.998873232999998,2825,1376,11419,1377,Snorkeled,469938.000000000000000,1377,5092710.000000000000000,2002,2
1463,1,773,1379,11421.000000000000000,Snorkeled,453042.000000000000000,5073660.000000000000000,-123.604361593999950,45.816686530000027,-2117214.623800000200000,2846182.670899999800000,-123.604361593999950,45.816686530000027,6,1706,1734,1706,-2117874.623800000200000,2846482.670899999800000,Nehalem,1130.954544300000000,1.130954544300000,Nehalem1706,1706,-123.602327256000000,45.818522295999998,794,1378,11421,1379,Snorkeled,453042.000000000000000,1379,5073660.000000000000000,2002,0
1464,1,774,1380,11422.000000000000000,Snorkeled,440540.000000000000000,5064250.000000000000000,-123.765319409999960,45.730690929000048,-2131958.528179999900000,2840632.670899999800000,-123.765319409999960,45.730690929000048,6,2380,2507,2380,-2132544.623800000200000,2840692.670899999800000,Nehalem,902.132034355999960,0.902132034356000,Nehalem2380,2380,-123.762530455999990,45.732125228000001,795,1379,11422,1380,Snorkeled,440540.000000000000000,1380,5064250.000000000000000,2002,0
1465,1,774,1380,11422.000000000000000,Snorkeled,440540.000000000000000,5064250.000000000000000,-123.765319409999960,45.730690929000048,-2131958.528179999900000,2840632.670899999800000,-123.765319409999960,45.730690929000048,6,2380,2507,2380,-2132544.623800000200000,2840692.670899999800000,Nehalem,902.132034355999960,0.902132034356000,Nehalem2380,2380,-123.762530455999990,45.732125228000001,796,1379,11422,1380,Snorkeled,440540.000000000000000,1380,5064250.000000000000000,2003,0
1466,1,775,1471,14713.000000000000000,Snorkeled,486063.000000000000000,5090000.000000000000000,-123.178724983000000,45.965034448000040,-2080824.623799999900000,2852572.670899999800000,-123.178724983000000,45.965034448000040,5,967,949,967,-2080944.623799999900000,2852632.670899999800000,Nehalem,519.411254969999960,0.519411254970000,Nehalem967,967,-123.174362523000000,45.964241109000000,1004,1470,14713,1471,Snorkeled,486063.000000000000000,1471,5090000.000000000000000,2003,0
1467,1,776,1473,14716.000000000000000,Snorkeled,455075.000000000000000,5063860.000000000000000,-123.576633630999990,45.728050460000077,-2117964.623800000200000,2836132.670899999800000,-123.576633630999990,45.728050460000077,5,2981,2941,2981,-2118084.623800000200000,2836252.670899999800000,Nehalem,501.837661841000000,0.501837661841000,Nehalem2981,2981,-123.573537802000000,45.726443734999997,3051,1472,14716,1473,Snorkeled,455075.000000000000000,1473,5063860.000000000000000,2003,6
1468,1,777,1474,14717.000000000000000,Snorkeled,488912.000000000000000,5083200.000000000000000,-123.143864913999950,45.902415029000053,-2080187.396950000000000,2845139.897750000000000,-123.143864913999950,45.902415029000053,5,1864,1840,1864,-2080104.623799999900000,2845222.670899999800000,Nehalem,259.705627484999980,0.259705627485000,Nehalem1864,1864,-123.145301209000000,45.901770419000002,1005,1473,14717,1474,Snorkeled,488912.000000000000000,1474,5083200.000000000000000,2003,0
1469,1,778,1590,14829.000000000000000,Snorkeled,473240.000000000000000,5091520.000000000000000,-123.346586874999960,45.977277248000064,-2092935.022979999900000,2857562.271720000100000,-123.346586874999960,45.977277248000064,5,539,577,539,-2093034.623799999900000,2857462.670899999800000,Nehalem,1133.969696200000000,1.133969696200000,Nehalem539,539,-123.338348163000010,45.982273724999999,2907,1589,14829,1590,Snorkeled,473240.000000000000000,1590,5091520.000000000000000,2003,3
1470,1,779,1592,14831.000000000000000,Snorkeled,467212.000000000000000,5090790.000000000000000,-123.421609324999960,45.970814074000032,-2098720.902679999800000,2858528.949779999900000,-123.421609324999960,45.970814074000032,5,479,485,479,-2098614.623800000200000,2858332.670899999800000,Nehalem,2303.086578649999900,2.303086578650000,Nehalem479,479,-123.422071673000000,45.983815645999996,1319,1591,14831,1592,Snorkeled,467212.000000000000000,1592,5090790.000000000000000,2004,0
1471,1,780,1593,14832.000000000000000,Snorkeled,480116.000000000000000,5092480.000000000000000,-123.255660776999950,45.986948490000032,-2085864.623799999900000,2856592.670899999800000,-123.255660776999950,45.986948490000032,5,623,547,623,-2085774.623799999900000,2857282.670899999800000,Nehalem,1273.675323680000000,1.273675323680000,Nehalem623,623,-123.251752366999990,45.984372798000003,1320,1592,14832,1593,Snorkeled,480116.000000000000000,1593,5092480.000000000000000,2004,0
1472,1,781,1596,14835.000000000000000,Snorkeled,455688.000000000000000,5076790.000000000000000,-123.571506161999990,45.844425643000079,-2113884.623800000200000,2848402.670899999800000,-123.571506161999990,45.844425643000079,6,1445,1413,1445,-2114544.623800000200000,2848492.670899999800000,Nehalem,1591.248916810000100,1.591248916810000,Nehalem1445,1445,-123.562710483000000,45.844572421999999,2717,1595,14835,1596,Snorkeled,455688.000000000000000,1596,5076790.000000000000000,2004,1
1473,1,782,1597,14836.000000000000000,Snorkeled,487404.000000000000000,5080480.000000000000000,-123.161391775999960,45.878748769000026,-2082234.623799999900000,2843002.670899999800000,-123.161391775999960,45.878748769000026,5,2157,2153,2157,-2082054.623799999900000,2842702.670899999800000,Nehalem,1166.101730550000000,1.166101730550000,Nehalem2157,2157,-123.167317502000000,45.877529799000001,1321,1596,14836,1597,Snorkeled,487404.000000000000000,1597,5080480.000000000000000,2004,0
1474,1,783,1598,14839.000000000000000,Snorkeled,449903.000000000000000,5070970.000000000000000,-123.642948084999940,45.791117419000045,-2120904.623800000200000,2844322.670899999800000,-123.642948084999940,45.791117419000045,6,2052,2063,2052,-2120574.623800000200000,2843632.670899999800000,Nehalem,1398.822509939999900,1.398822509940000,Nehalem2052,2052,-123.646674491000000,45.795129375000002,3568,1597,14839,1598,Snorkeled,449903.000000000000000,1598,5070970.000000000000000,2004,30
1475,1,784,1760,14989.000000000000000,Snorkeled,440881.000000000000000,5060780.000000000000000,-123.759430361999990,45.697999335000077,-2132564.983599999900000,2837023.030700000000000,-123.759430361999990,45.697999335000077,1,2951,2836,2951,-2132724.623800000200000,2837122.670899999800000,Nehalem,1262.756492759999900,1.262756492760000,Nehalem2951,2951,-123.759226070000000,45.689249805000003,1572,1759,14989,1760,Snorkeled,440881.000000000000000,1760,5060780.000000000000000,2004,0
1476,1,785,1765,14996.000000000000000,Snorkeled,477657.000000000000000,5094140.000000000000000,-123.288517740999960,46.000535690000049,-2087882.581150000000000,2858760.628250000100000,-123.288517740999960,46.000535690000049,5,455,440,455,-2087904.623799999900000,2858782.670899999800000,Nehalem,242.132034355999990,0.242132034356000,Nehalem455,455,-123.286097729999990,45.999833084000002,3569,1764,14996,1765,Snorkeled,477657.000000000000000,1765,5094140.000000000000000,2004,30
1477,1,786,1766,14997.000000000000000,Snorkeled,480154.000000000000000,5076810.000000000000000,-123.255184886999980,45.844442711000056,-2090304.623799999900000,2841407.584710000100000,-123.255184886999980,45.844442711000056,5,2301,2272,2301,-2089644.623799999900000,2842132.670899999800000,Nehalem,2025.807358040000100,2.025807358040000,Nehalem2301,2301,-123.254875967000000,45.843709236999999,5094,1765,14997,1766,Snorkeled,480154.000000000000000,1766,5076810.000000000000000,2005,258
1478,1,787,1799,15044.000000000000000,Snorkeled,484370.000000000000000,5076380.000000000000000,-123.201335543999960,45.842643976000033,-2086344.623799999900000,2840032.670899999800000,-123.201335543999960,45.842643976000033,5,2470,2407,2470,-2085744.623799999900000,2840482.670899999800000,Nehalem,2144.924240490000100,2.144924240490000,Nehalem2470,2470,-123.211807483000000,45.840766938999998,3971,1798,15044,1799,Snorkeled,484370.000000000000000,1799,5076380.000000000000000,2004,62
1479,1,788,2063,15343.000000000000000,Snorkeled,486576.000000000000000,5078140.000000000000000,-123.172026680999980,45.857129011000040,-2083704.623799999900000,2840932.670899999800000,-123.172026680999980,45.857129011000040,5,2396,2156,2396,-2083254.623799999900000,2842672.670899999800000,Nehalem,2423.086578649999900,2.423086578650000,Nehalem2396,2396,-123.169610015000000,45.854247063000003,1763,2062,15343,2063,Snorkeled,486576.000000000000000,2063,5078140.000000000000000,2005,0
1480,1,789,2146,15450.000000000000000,Snorkeled,481569.000000000000000,5076920.000000000000000,-123.236997457999960,45.846148703000040,-2088894.623799999900000,2841189.379069999800000,-123.236997457999960,45.846148703000040,5,2455,2470,2455,-2087184.623799999900000,2840062.670899999800000,Nehalem,3415.218613009999900,3.415218613010000,Nehalem2455,2455,-123.243602558000010,45.849416908000002,2755,2145,15450,2146,Snorkeled,481569.000000000000000,2146,5076920.000000000000000,2006,1
1481,1,790,2150,15458.000000000000000,Snorkeled,478060.000000000000000,5072970.000000000000000,-123.282470883999960,45.809932669000034,-2093424.623799999900000,2838332.689300000200000,-123.282470883999960,45.809932669000034,5,2745,2683,2745,-2093424.623799999900000,2838352.670899999800000,Nehalem,621.837661841000000,0.621837661841000,Nehalem2745,2745,-123.284015817000000,45.805012284999997,4964,2149,15458,2150,Snorkeled,478060.000000000000000,2150,5072970.000000000000000,2006,224
1482,1,791,2233,15640.000000000000000,Snorkeled,478668.000000000000000,5071270.000000000000000,-123.275383711999950,45.794545984000081,-2093379.549760000100000,2836537.744940000100000,-123.275383711999950,45.794545984000081,5,2987,2872,2987,-2093304.623799999900000,2836852.670899999800000,Nehalem,1455.807358040000100,1.455807358040000,Nehalem2987,2987,-123.274374486000000,45.787853507999998,1873,2232,15640,2233,Snorkeled,478668.000000000000000,2233,5071270.000000000000000,2006,0
1483,1,792,2302,16027.000000000000000,Snorkeled,473578.951619000000000,5083255.246600000200000,-123.340298234999980,45.902113521000047,-2094834.623850000100000,2849422.670950000200000,-123.340298234999980,45.902113521000047,4,1311,1183,1311,-2094384.623799999900000,2850742.670899999800000,Nehalem,2167.645019879999800,2.167645019880000,Nehalem1311,1311,-123.341080383999990,45.901106181999999,3930,2301,16027,2302,Snorkeled,473578.951599999970000,2302,5083255.247000000400000,2016,57
1484,1,792,2302,16027.000000000000000,Snorkeled,473578.951619000000000,5083255.246600000200000,-123.340298234999980,45.902113521000047,-2094834.623850000100000,2849422.670950000200000,-123.340298234999980,45.902113521000047,4,1311,1183,1311,-2094384.623799999900000,2850742.670899999800000,Nehalem,2167.645019879999800,2.167645019880000,Nehalem1311,1311,-123.341080383999990,45.901106181999999,5504,2301,16027,2302,Snorkeled,473578.951599999970000,2302,5083255.247000000400000,2018,365
1485,1,792,2302,16027.000000000000000,Snorkeled,473578.951619000000000,5083255.246600000200000,-123.340298234999980,45.902113521000047,-2094834.623850000100000,2849422.670950000200000,-123.340298234999980,45.902113521000047,4,1311,1183,1311,-2094384.623799999900000,2850742.670899999800000,Nehalem,2167.645019879999800,2.167645019880000,Nehalem1311,1311,-123.341080383999990,45.901106181999999,5855,2301,16027,2302,Snorkeled,473578.951599999970000,2302,5083255.247000000400000,2017,501
1486,1,793,2308,16154.000000000000000,Snorkeled,483298.229554000020000,5076699.434870000000000,-123.215041403999980,45.843675420000068,-2087334.623799999900000,2840443.509300000000000,-123.215041403999980,45.843675420000068,5,2455,2470,2455,-2087184.623799999900000,2840062.670899999800000,Nehalem,3415.218613009999900,3.415218613010000,Nehalem2455,2455,-123.243602558000010,45.849416908000002,4412,2307,16154,2308,Snorkeled,483298.229600000020000,2308,5076699.434999999600000,2007,120
1487,1,794,2309,16220.000000000000000,Snorkeled,488281.302089000000000,5076546.087240000300000,-123.150967298999940,45.842334343000061,-2082596.853850000100000,2838894.900950000200000,-123.150967298999940,45.842334343000061,2,2641,2569,2641,-2082714.623799999900000,2839222.670899999800000,Nehalem,596.984848098000040,0.596984848098000,Nehalem2641,2641,-123.149168815000000,45.840993838000003,5534,2308,16220,2309,Snorkeled,488281.302099999970000,2309,5076546.087000000300000,2017,376
1488,1,795,2314,16300.000000000000000,Snorkeled,478368.391242999990000,5071875.484459999900000,-123.278703943999970,45.800039211000069,-2093454.623799999900000,2837195.975699999800000,-123.278703943999970,45.800039211000069,5,2867,2803,2867,-2093304.623799999900000,2837452.670899999800000,Nehalem,681.837661841000000,0.681837661841000,Nehalem2867,2867,-123.276084843000010,45.797639353000001,3504,2313,16300,2314,Snorkeled,478368.391200000010000,2314,5071875.484000000200000,2008,25
1489,1,796,2315,16403.000000000000000,Snorkeled,452711.666377999990000,5079897.369049999900000,-123.609756887999990,45.870826292000061,-2115894.623800000200000,2852062.670899999800000,-123.609756887999990,45.870826292000061,4,1154,1168,1154,-2114964.623800000200000,2850502.670899999800000,Nehalem,3137.056274850000100,3.137056274850000,Nehalem1154,1154,-123.609127845000000,45.871239955000000,3365,2314,16403,2315,Snorkeled,452711.666399999990000,2315,5079897.368999999900000,2008,17
1490,1,797,2321,16773.000000000000000,Snorkeled,466495.300555000020000,5082900.009999999800000,-123.431856536999990,45.898622760000080,-2101764.623800000200000,2851072.670899999800000,-123.431856536999990,45.898622760000080,2,1144,1107,1144,-2101704.623800000200000,2851192.670899999800000,Nehalem,572.132034355999960,0.572132034356000,Nehalem1144,1144,-123.430797797000000,45.895178436000002,1919,2320,16773,2321,Snorkeled,466495.300600000020000,2321,5082900.009999999800000,2014,0
1491,1,798,2323,16978.000000000000000,Snorkeled,468969.802787000020000,5061850.262939999800000,-123.398646221999970,45.709122460000060,-2105274.623800000200000,2830162.670899999800000,-123.398646221999970,45.709122460000060,2,3567,3531,3567,-2104614.623800000200000,2830492.670899999800000,Nehalem,1236.396103070000000,1.236396103070000,Nehalem3567,3567,-123.403007128000000,45.707088423999998,4979,2322,16978,2323,Snorkeled,468969.802800000000000,2323,5061850.263000000300000,2012,229
1492,1,798,2323,16978.000000000000000,Snorkeled,468969.802787000020000,5061850.262939999800000,-123.398646221999970,45.709122460000060,-2105274.623800000200000,2830162.670899999800000,-123.398646221999970,45.709122460000060,2,3567,3531,3567,-2104614.623800000200000,2830492.670899999800000,Nehalem,1236.396103070000000,1.236396103070000,Nehalem3567,3567,-123.403007128000000,45.707088423999998,5179,2322,16978,2323,Snorkeled,468969.802800000000000,2323,5061850.263000000300000,2015,278
1493,1,798,2323,16978.000000000000000,Snorkeled,468969.802787000020000,5061850.262939999800000,-123.398646221999970,45.709122460000060,-2105274.623800000200000,2830162.670899999800000,-123.398646221999970,45.709122460000060,2,3567,3531,3567,-2104614.623800000200000,2830492.670899999800000,Nehalem,1236.396103070000000,1.236396103070000,Nehalem3567,3567,-123.403007128000000,45.707088423999998,5276,2322,16978,2323,Snorkeled,468969.802800000000000,2323,5061850.263000000300000,2018,298
1494,1,798,2323,16978.000000000000000,Snorkeled,468969.802787000020000,5061850.262939999800000,-123.398646221999970,45.709122460000060,-2105274.623800000200000,2830162.670899999800000,-123.398646221999970,45.709122460000060,2,3567,3531,3567,-2104614.623800000200000,2830492.670899999800000,Nehalem,1236.396103070000000,1.236396103070000,Nehalem3567,3567,-123.403007128000000,45.707088423999998,5931,2322,16978,2323,Snorkeled,468969.802800000000000,2323,5061850.263000000300000,2009,533
1495,1,799,2326,17159.000000000000000,Snorkeled,435403.333945000020000,5070149.730089999700000,-123.830807170999950,45.781464529000061,-2135214.623800000200000,2847502.670899999800000,-123.830807170999950,45.781464529000061,2,1645,1662,1645,-2135814.623800000200000,2846602.670899999800000,Nehalem,2540.071426749999800,2.540071426750000,Nehalem1645,1645,-123.817768556000000,45.778294256000002,4850,2325,17159,2326,Snorkeled,435403.333900000030000,2326,5070149.730000000400000,2009,196
1496,1,800,2327,17361.000000000000000,Snorkeled,430134.097979000010000,5065307.735729999800000,-123.897575128999960,45.737426449000054,-2141604.623800000200000,2844322.670899999800000,-123.897575128999960,45.737426449000054,2,2084,2101,2084,-2140434.623800000200000,2843272.670899999800000,Nehalem,3359.482681720000100,3.359482681720000,Nehalem2084,2084,-123.905790540000000,45.745278773999999,4301,2326,17361,2327,Snorkeled,430134.098000000000000,2327,5065307.735999999600000,2012,106
1497,1,801,2329,17729.000000000000000,Snorkeled,453116.333122999990000,5081872.179770000300000,-123.604543642999940,45.888555973000052,-2114942.608210000200000,2853832.670899999800000,-123.604543642999940,45.888555973000052,2,864,932,864,-2115414.623800000200000,2853382.670899999800000,Nehalem,839.116882454000010,0.839116882454000,Nehalem864,864,-123.602965555000000,45.888886112000002,1923,2328,17729,2329,Snorkeled,453116.333099999990000,2329,5081872.179999999700000,2016,0
1498,1,802,2330,17731.000000000000000,Snorkeled,479134.251878999990000,5066756.907259999800000,-123.268210024999970,45.753924206000079,-2094120.982850000000000,2832052.670899999800000,-123.268210024999970,45.753924206000079,2,3415,3408,3415,-2094234.623799999900000,2832112.670899999800000,Nehalem,1204.264068709999900,1.204264068710000,Nehalem3415,3415,-123.257177748999990,45.758458673000000,3887,2329,17731,2330,Snorkeled,479134.251899999970000,2330,5066756.906999999700000,2016,53
1499,1,802,2330,17731.000000000000000,Snorkeled,479134.251878999990000,5066756.907259999800000,-123.268210024999970,45.753924206000079,-2094120.982850000000000,2832052.670899999800000,-123.268210024999970,45.753924206000079,2,3415,3408,3415,-2094234.623799999900000,2832112.670899999800000,Nehalem,1204.264068709999900,1.204264068710000,Nehalem3415,3415,-123.257177748999990,45.758458673000000,5604,2329,17731,2330,Snorkeled,479134.251899999970000,2330,5066756.906999999700000,2013,402
1500,1,803,2337,18113.000000000000000,Snorkeled,488226.722804000020000,5068475.036720000200000,-123.151444612999970,45.769737302000067,-2084904.623799999900000,2831170.115100000100000,-123.151444612999970,45.769737302000067,2,3486,3484,3486,-2084934.623799999900000,2831212.670899999800000,Nehalem,72.426406871200001,0.072426406871200,Nehalem3486,3486,-123.151381455000010,45.769586603000000,4696,2336,18113,2337,Snorkeled,488226.722799999990000,2337,5068475.036999999500000,2013,165
1501,1,804,2352,20229.000000000000000,Snorkeled,480623.526176000010000,5087574.888059999800000,-123.250360935999990,45.941549735000081,-2086895.526950000100000,2851642.670899999800000,-123.250360935999990,45.941549735000081,2,1049,1051,1049,-2086824.623799999900000,2851642.670899999800000,Nehalem,1166.984848099999900,1.166984848100000,Nehalem1049,1049,-123.263373232000010,45.940274199000001,3253,2351,20229,2352,Snorkeled,480623.526200000020000,2352,5087574.888000000300000,2008,12
1502,1,805,2353,20230.000000000000000,Snorkeled,471980.710594000000000,5084800.519449999600000,-123.361546865999970,45.916161711000029,-2095974.623799999900000,2851386.681400000100000,-123.361546865999970,45.916161711000029,3,1102,1217,1102,-2095944.623799999900000,2851222.670899999800000,Nehalem,804.852813741999970,0.804852813742000,Nehalem1102,1102,-123.363428629000000,45.921558593000000,4762,2352,20230,2353,Snorkeled,471980.710599999990000,2353,5084800.519000000300000,2008,182
1503,1,806,2355,20238.000000000000000,Snorkeled,462746.176498999990000,5092384.572830000000000,-123.480988226999950,45.984025336000059,-2102720.071399999800000,2861247.223300000200000,-123.480988226999950,45.984025336000059,3,305,317,305,-2103204.623800000200000,2861152.670899999800000,Nehalem,1598.528137419999900,1.598528137420000,Nehalem305,305,-123.477823849000000,45.989716295999997,3729,2354,20238,2355,Snorkeled,462746.176500000000000,2355,5092384.572999999900000,2008,40
1504,1,807,2357,20241.000000000000000,Snorkeled,478096.620004000030000,5072756.278989999600000,-123.282056926999990,45.807996359000072,-2093454.623799999900000,2838117.341000000000000,-123.282056926999990,45.807996359000072,5,2745,2683,2745,-2093424.623799999900000,2838352.670899999800000,Nehalem,621.837661841000000,0.621837661841000,Nehalem2745,2745,-123.284015817000000,45.805012284999997,4197,2356,20241,2357,Snorkeled,478096.620000000000000,2357,5072756.279000000100000,2008,88
1505,1,808,2362,20613.000000000000000,Snorkeled,479490.133236000020000,5095887.327259999700000,-123.264822448999950,46.016297209000072,-2085624.623799999900000,2859918.137339999900000,-123.264822448999950,46.016297209000072,2,412,461,412,-2085744.623799999900000,2859202.670899999800000,Nehalem,1820.954544300000000,1.820954544300000,Nehalem412,412,-123.263080561000000,46.024589857999999,4777,2361,20613,2362,Snorkeled,479490.133199999980000,2362,5095887.326999999600000,2010,184
1506,1,809,2365,20620.000000000000000,Snorkeled,465167.598660000020000,5092166.075109999600000,-123.449760081999950,45.982296252000026,-2100452.166799999800000,2860372.670899999800000,-123.449760081999950,45.982296252000026,2,349,398,349,-2100144.623800000200000,2860312.670899999800000,Nehalem,534.852813741999970,0.534852813742000,Nehalem349,349,-123.452261144999990,45.981776685000000,3713,2364,20620,2365,Snorkeled,465167.598699999970000,2365,5092166.075000000200000,2010,39
1507,1,810,2367,20632.000000000000000,Snorkeled,440152.127976000020000,5076092.831650000100000,-123.770788706999950,45.835768437000070,-2129004.623800000200000,2851930.447850000100000,-123.770788706999950,45.835768437000070,3,1055,1068,1055,-2129484.623800000200000,2851582.670899999800000,Nehalem,1351.248916810000100,1.351248916810000,Nehalem1055,1055,-123.766884340999990,45.839809250999998,5290,2366,20632,2367,Snorkeled,440152.128000000030000,2367,5076092.832000000400000,2010,301
1508,1,811,2369,20801.000000000000000,Snorkeled,436985.349712000000000,5056878.162180000000000,-123.809041256999990,45.662509117000070,-2137404.240270000000000,2834362.287370000000000,-123.809041256999990,45.662509117000070,3,3149,3099,3149,-2137524.623800000200000,2834752.670899999800000,Nehalem,512.132034355999960,0.512132034356000,Nehalem3149,3149,-123.808456985000010,45.662072201000001,3888,2368,20801,2369,Snorkeled,436985.349700000020000,2369,5056878.161999999500000,2011,53
1509,1,812,2374,20814.000000000000000,Snorkeled,456407.076107000000000,5090574.329710000200000,-123.562978840999960,45.967626400000029,-2109337.567660000200000,2861319.727020000100000,-123.562978840999960,45.967626400000029,3,303,380,303,-2109504.623800000200000,2861182.670899999800000,Nehalem,314.558441227000000,0.314558441227000,Nehalem303,303,-123.562236471000010,45.968185042000002,6468,2373,20814,2374,Snorkeled,456407.076100000010000,2374,5090574.330000000100000,2011,952
1510,1,813,2375,20818.000000000000000,Snorkeled,464700.069739000000000,5075284.125889999800000,-123.454503888999970,45.830213000000072,-2105615.285399999900000,2844292.670899999800000,-123.454503888999970,45.830213000000072,3,2137,2147,2137,-2104554.623800000200000,2842852.670899999800000,Nehalem,2300.071426749999800,2.300071426750000,Nehalem2137,2137,-123.454742239000000,45.830163386000002,6306,2374,20818,2375,Snorkeled,464700.069699999990000,2375,5075284.126000000200000,2011,804
1511,1,814,2378,20995.000000000000000,Snorkeled,459501.526438999980000,5062599.680409999600000,-123.520126611999960,45.715966268000045,-2114130.140840000000000,2833588.187940000100000,-123.520126611999960,45.715966268000045,4,3271,3256,3271,-2114364.623800000200000,2833762.670899999800000,Nehalem,514.264068712000040,0.514264068712000,Nehalem3271,3271,-123.517753461000000,45.715283108999998,5116,2377,20995,2378,Snorkeled,459501.526399999970000,2378,5062599.679999999700000,2012,265
1512,1,815,2379,20996.000000000000000,Snorkeled,463386.109918000000000,5098441.120620000200000,-123.472995699999960,46.038494946000071,-2100402.193649999800000,2866865.101050000200000,-123.472995699999960,46.038494946000071,1,98,137,98,-2099754.623800000200000,2865772.670899999800000,Nehalem,2146.431816440000100,2.146431816440000,Nehalem98,98,-123.472733598000000,46.043649930000001,1929,2378,20996,2379,Snorkeled,463386.109899999980000,2379,5098441.121000000300000,2012,0
1513,1,816,2380,21003.000000000000000,Snorkeled,443931.005156999980000,5063276.196139999700000,-123.720405722999940,45.720696899000075,-2128927.517889999800000,2838562.670899999800000,-123.720405722999940,45.720696899000075,3,2675,2658,2675,-2128944.623800000200000,2838562.670899999800000,Nehalem,716.984848098000040,0.716984848098000,Nehalem2675,2675,-123.712316594000000,45.720990037999997,3852,2379,21003,2380,Snorkeled,443931.005200000010000,2380,5063276.196000000500000,2012,50
1514,1,817,2382,21012.000000000000000,Snorkeled,459073.513411999970000,5086452.700550000200000,-123.528018066999950,45.930475064000063,-2107915.381750000200000,2856591.912949999800000,-123.528018066999950,45.930475064000063,4,622,625,622,-2107614.623800000200000,2856262.670899999800000,Nehalem,996.396103068000000,0.996396103068000,Nehalem622,622,-123.528484883000000,45.933486688999999,4377,2381,21012,2382,Snorkeled,459073.513400000000000,2382,5086452.701000000400000,2012,116
1515,1,818,2385,21015.000000000000000,Snorkeled,430802.869393999980000,5066510.977730000400000,-123.888938077999970,45.749132462000034,-2140584.623800000200000,2845372.670899999800000,-123.888938077999970,45.749132462000034,2,2023,2055,2023,-2139444.623800000200000,2843812.670899999800000,Nehalem,2796.761902329999900,2.796761902330000,Nehalem2023,2023,-123.894486635000010,45.753600271000003,3931,2384,21015,2385,Snorkeled,430802.869400000030000,2385,5066510.978000000100000,2012,57
